"Student Account",Start,End,"Total Time(Min)",AC,WA,NA,RE,CE,SE,Submissions,"Average Time(Min)"
b01204037,"2017-04-10 09:54:48","2017-04-10 09:57:25",2.62,1,2,0,0,1,0,4,0.87
b04602040,"2017-04-10 09:57:46","2017-04-10 09:57:46",0.00,1,0,0,0,0,0,1,0.00
b05501113,"2017-04-10 10:04:19","2017-04-10 10:30:45",26.43,1,3,0,0,1,0,5,6.61
b03501016,"2017-04-10 10:09:46","2017-04-10 11:22:14",72.47,1,0,0,1,0,0,2,72.47
b03204001,"2017-04-10 10:12:42","2017-04-10 10:12:42",0.00,1,0,0,0,0,0,1,0.00
b05501046,"2017-04-10 10:31:29","2017-04-10 10:31:29",0.00,1,0,0,0,0,0,1,0.00
b05501010,"2017-04-10 10:31:41","2017-04-10 10:31:41",0.00,1,0,0,0,0,0,1,0.00
b05501016,"2017-04-10 10:33:04","2017-04-10 11:09:06",36.03,1,1,0,1,0,0,3,18.02
b05501085,"2017-04-10 10:36:42","2017-04-10 10:48:49",12.12,1,4,0,0,0,0,5,3.03
b03501124,"2017-04-10 10:41:56","2017-04-10 10:55:53",13.95,1,1,0,5,0,0,7,2.33
b02501104,"2017-04-10 10:42:08","2017-04-10 10:51:32",9.40,1,2,0,0,0,0,3,4.70
b05501013,"2017-04-10 10:42:30","2017-04-10 10:42:30",0.00,1,0,0,0,0,0,1,0.00
b05501019,"2017-04-10 10:44:29","2017-04-10 10:49:02",4.55,1,2,0,0,0,0,3,2.28
b04501125,"2017-04-10 10:45:43","2017-04-10 10:45:43",0.00,1,0,0,0,0,0,1,0.00
b04501128,"2017-04-10 10:45:45","2017-04-10 10:51:30",5.75,1,3,0,0,0,0,4,1.92
b05501116,"2017-04-10 10:52:02","2017-04-10 11:34:59",42.95,1,12,0,0,0,0,13,3.58
b05501034,"2017-04-10 10:56:56","2017-04-10 10:56:56",0.00,1,0,0,0,0,0,1,0.00
b05501037,"2017-04-10 10:57:06","2017-04-10 11:20:37",23.52,1,17,0,0,1,0,19,1.31
b03204028,"2017-04-10 10:58:34","2017-04-10 10:58:34",0.00,1,0,0,0,0,0,1,0.00
b03204023,"2017-04-10 11:00:27","2017-04-10 11:29:44",29.28,1,0,0,1,0,0,2,29.28
b05501007,"2017-04-10 11:00:59","2017-04-10 11:05:48",4.82,1,3,0,0,0,0,4,1.61
b05501022,"2017-04-10 11:01:56","2017-04-10 11:06:35",4.65,1,0,0,1,0,0,2,4.65
b03505034,"2017-04-10 11:02:31","2017-04-10 11:02:31",0.00,1,0,0,0,0,0,1,0.00
b01204027,"2017-04-10 11:07:32","2017-04-10 11:12:45",5.22,1,2,0,0,0,0,3,2.61
b03605064,"2017-04-10 11:08:28","2017-04-10 11:08:28",0.00,1,0,0,0,0,0,1,0.00
b05501049,"2017-04-10 11:10:33","2017-04-10 11:10:33",0.00,1,0,0,0,0,0,1,0.00
b02501066,"2017-04-10 11:10:48","2017-04-10 11:10:48",0.00,1,0,0,0,0,0,1,0.00
b01501091,"2017-04-10 11:12:34","2017-04-10 11:13:03",0.48,1,0,0,0,1,0,2,0.48
b05501073,"2017-04-10 11:17:36","2017-04-10 11:19:58",2.37,1,1,0,0,0,0,2,2.37
b04104028,"2017-04-10 11:19:04","2017-04-10 11:22:51",3.78,1,1,0,0,0,0,2,3.78
b03501007,"2017-04-10 11:28:51","2017-04-10 11:33:56",5.08,1,2,0,0,0,0,3,2.54
b05501104,"2017-04-10 11:30:46","2017-04-10 11:30:46",0.00,1,0,0,0,0,0,1,0.00
b05501079,"2017-04-10 11:31:56","2017-04-10 11:31:56",0.00,1,0,0,0,0,0,1,0.00
b05501101,"2017-04-10 11:50:07","2017-04-10 11:51:52",1.75,1,2,0,0,0,0,3,0.88
b02501080,"2017-04-10 11:52:19","2017-04-10 11:57:02",4.72,1,1,0,0,0,0,2,4.72
b05501076,"2017-04-10 11:55:14","2017-04-10 11:55:14",0.00,1,0,0,0,0,0,1,0.00
b05501025,"2017-04-10 11:57:35","2017-04-10 11:58:30",0.92,2,0,0,0,0,0,2,0.92
b05501119,"2017-04-10 11:58:59","2017-04-10 11:58:59",0.00,1,0,0,0,0,0,1,0.00
b05501110,"2017-04-10 12:06:18","2017-04-10 12:42:11",35.88,1,0,0,1,1,0,3,17.94
b04501119,"2017-04-10 12:13:53","2017-04-10 12:13:53",0.00,1,0,0,0,0,0,1,0.00
b02208010,"2017-04-10 12:18:45","2017-04-10 12:18:45",0.00,1,0,0,0,0,0,1,0.00
b05501058,"2017-04-10 12:30:05","2017-04-10 12:30:05",0.00,1,0,0,0,0,0,1,0.00
b05501055,"2017-04-10 12:37:17","2017-04-10 12:37:17",0.00,1,0,0,0,0,0,1,0.00
b05501004,"2017-04-10 12:37:26","2017-04-10 12:37:26",0.00,1,0,0,0,0,0,1,0.00
b05501107,"2017-04-10 12:39:59","2017-04-10 12:41:20",1.35,2,1,0,0,0,0,3,0.68
b05501052,"2017-04-10 12:48:08","2017-04-10 12:49:53",1.75,1,2,0,0,0,0,3,0.88
b02501120,"2017-04-10 16:02:38","2017-04-10 16:02:38",0.00,1,0,0,0,0,0,1,0.00
b05501028,"2017-04-10 18:26:17","2017-04-10 18:43:22",17.08,0,11,0,0,0,0,11,1.71
b03302131,"2017-04-10 22:43:14","2017-04-11 11:47:05",783.85,1,15,0,1,0,0,17,48.99
b02501116,"2017-04-11 02:37:44","2017-04-11 02:48:11",10.45,0,4,0,0,3,0,7,1.74
b05501064,"2017-04-11 16:24:17","2017-04-11 16:24:17",0.00,1,0,0,0,0,0,1,0.00
b05501091,"2017-04-11 16:29:37","2017-04-11 21:28:40",299.05,1,2,0,0,3,0,6,59.81
