"Student Account",Start,End,"Total Time(Min)",AC,WA,NA,RE,CE,SE,Submissions,"Average Time(Min)"
b05501007,"2017-02-20 12:05:07","2017-02-20 12:19:37",14.50,3,4,0,0,0,0,7,2.42
b03505034,"2017-02-20 12:05:41","2017-02-20 12:42:21",36.67,1,7,0,0,1,0,9,4.58
b05501085,"2017-02-20 12:06:37","2017-02-20 12:09:31",2.90,4,0,0,0,0,0,4,0.97
b05501079,"2017-02-20 12:07:51","2017-02-20 12:09:44",1.88,1,0,0,0,1,0,2,1.88
b05501019,"2017-02-20 12:08:33","2017-02-20 12:34:50",26.28,1,1,0,0,1,0,3,13.14
b05501101,"2017-02-20 12:10:48","2017-02-20 12:26:02",15.23,1,0,0,0,9,0,10,1.69
b04501128,"2017-02-20 12:10:56","2017-02-20 12:10:56",0.00,1,0,0,0,0,0,1,0.00
b05501046,"2017-02-20 12:12:00","2017-02-20 12:12:00",0.00,1,0,0,0,0,0,1,0.00
b05501110,"2017-02-20 12:13:06","2017-02-20 12:34:09",21.05,1,6,0,0,0,0,7,3.51
b04602040,"2017-02-20 12:14:25","2017-02-20 12:35:08",20.72,1,2,0,0,7,0,10,2.30
b04104028,"2017-02-20 12:20:05","2017-02-20 12:32:31",12.43,1,0,0,0,6,0,7,2.07
b02501104,"2017-02-20 12:29:28","2017-02-20 12:33:11",3.72,1,1,0,0,1,0,3,1.86
b05501091,"2017-02-20 12:38:32","2017-02-20 12:43:51",5.32,1,0,0,0,2,0,3,2.66
