"Student Account",Start,End,"Total Time(Min)",AC,WA,NA,RE,CE,SE,Submissions,"Average Time(Min)"
b01204037,"2017-04-17 09:36:49","2017-04-17 09:38:11",1.37,1,2,0,0,0,0,3,0.68
b05501046,"2017-04-17 09:37:59","2017-04-17 09:58:50",20.85,1,2,0,0,0,0,3,10.43
b03505034,"2017-04-17 09:38:06","2017-04-17 09:55:39",17.55,2,1,0,0,5,0,8,2.51
b05501034,"2017-04-17 09:38:50","2017-04-17 09:59:46",20.93,1,1,0,0,0,0,2,20.93
b03204023,"2017-04-17 09:47:16","2017-04-17 12:43:49",176.55,1,0,0,1,0,0,2,176.55
b05501019,"2017-04-17 09:48:17","2017-04-17 12:46:00",177.72,1,3,0,0,0,0,4,59.24
b03605064,"2017-04-17 09:51:58","2017-04-17 09:55:03",3.08,1,2,0,0,0,0,3,1.54
b05501013,"2017-04-17 09:55:02","2017-04-17 21:12:16",677.23,1,3,0,1,0,0,5,169.31
b01204027,"2017-04-17 10:02:18","2017-04-17 10:12:47",10.48,1,2,0,1,4,0,8,1.50
b03501124,"2017-04-17 10:06:31","2017-04-17 10:06:31",0.00,1,0,0,0,0,0,1,0.00
b05501085,"2017-04-17 10:09:40","2017-04-17 10:10:20",0.67,1,1,0,0,0,0,2,0.67
b05501010,"2017-04-17 10:21:30","2017-04-17 10:23:50",2.33,1,1,0,0,0,0,2,2.33
b05501001,"2017-04-17 10:24:23","2017-04-17 10:36:00",11.62,1,3,0,0,2,0,6,2.32
b04602040,"2017-04-17 10:24:48","2017-04-17 10:27:05",2.28,1,1,0,0,1,0,3,1.14
b05501037,"2017-04-17 10:25:28","2017-04-17 10:31:23",5.92,1,1,0,0,0,0,2,5.92
b05501079,"2017-04-17 10:30:05","2017-04-17 10:30:27",0.37,1,0,0,0,1,0,2,0.37
b05501016,"2017-04-17 10:46:09","2017-04-17 11:02:06",15.95,1,1,0,2,0,0,4,5.32
b05501113,"2017-04-17 10:48:51","2017-04-17 10:49:15",0.40,1,0,0,0,1,0,2,0.40
b03204001,"2017-04-17 10:51:12","2017-04-17 10:52:56",1.73,1,1,0,0,0,0,2,1.73
b03501007,"2017-04-17 10:51:12","2017-04-17 10:58:18",7.10,1,1,0,0,2,0,4,2.37
b05501022,"2017-04-17 10:52:57","2017-04-17 11:02:14",9.28,1,1,0,0,0,0,2,9.28
b05501004,"2017-04-17 10:57:23","2017-04-17 11:00:19",2.93,1,2,0,0,0,0,3,1.47
b04501119,"2017-04-17 11:03:19","2017-04-17 11:03:19",0.00,1,0,0,0,0,0,1,0.00
b02501104,"2017-04-17 11:05:56","2017-04-17 11:10:24",4.47,1,1,0,0,1,0,3,2.23
b05501049,"2017-04-17 11:08:10","2017-04-17 11:08:10",0.00,1,0,0,0,0,0,1,0.00
b01501091,"2017-04-17 11:08:33","2017-04-17 11:08:33",0.00,1,0,0,0,0,0,1,0.00
b02501120,"2017-04-17 11:13:22","2017-04-17 11:47:49",34.45,1,0,0,8,1,0,10,3.83
b04501125,"2017-04-17 11:13:35","2017-04-17 11:14:14",0.65,1,1,0,0,0,0,2,0.65
b04501128,"2017-04-17 11:19:05","2017-04-17 11:24:42",5.62,1,2,0,0,0,0,3,2.81
b05501076,"2017-04-17 11:25:08","2017-04-17 13:03:19",98.18,1,2,0,0,0,0,3,49.09
b05501119,"2017-04-17 11:30:57","2017-04-17 11:51:02",20.08,1,1,0,4,1,0,7,3.35
b02208010,"2017-04-17 11:35:37","2017-04-17 11:35:37",0.00,1,0,0,0,0,0,1,0.00
b05501116,"2017-04-17 11:35:53","2017-04-17 11:35:53",0.00,1,0,0,0,0,0,1,0.00
b02501080,"2017-04-17 11:38:14","2017-04-17 11:38:14",0.00,1,0,0,0,0,0,1,0.00
b05501064,"2017-04-17 11:42:56","2017-04-17 11:43:37",0.68,1,0,0,0,1,0,2,0.68
b03204028,"2017-04-17 11:47:22","2017-04-17 11:48:29",1.12,1,1,0,0,0,0,2,1.12
b02501116,"2017-04-17 11:57:37","2017-04-17 11:57:37",0.00,1,0,0,0,0,0,1,0.00
b02501066,"2017-04-17 11:58:01","2017-04-17 11:59:28",1.45,1,1,0,0,0,0,2,1.45
b03302131,"2017-04-17 12:13:48","2017-04-17 12:15:27",1.65,1,2,0,0,1,0,4,0.55
b05501025,"2017-04-17 12:25:48","2017-04-17 12:36:37",10.82,1,4,0,0,0,0,5,2.70
b05501073,"2017-04-17 12:40:36","2017-04-17 13:01:05",20.48,1,2,0,0,0,0,3,10.24
b03501016,"2017-04-17 12:44:27","2017-04-17 12:44:27",0.00,1,0,0,0,0,0,1,0.00
b05501058,"2017-04-17 12:45:00","2017-04-17 12:45:00",0.00,1,0,0,0,0,0,1,0.00
b05501028,"2017-04-17 12:53:32","2017-04-17 12:56:26",2.90,1,0,0,0,1,0,2,2.90
b05501091,"2017-04-17 12:58:56","2017-04-17 12:58:56",0.00,1,0,0,0,0,0,1,0.00
b04104028,"2017-04-17 13:09:18","2017-04-17 13:09:18",0.00,1,0,0,0,0,0,1,0.00
b05501104,"2017-04-17 20:27:11","2017-04-17 20:27:11",0.00,1,0,0,0,0,0,1,0.00
b05501101,"2017-04-17 21:17:37","2017-04-17 21:17:37",0.00,1,0,0,0,0,0,1,0.00
