"Student Account",Start,End,"Total Time(Min)",AC,WA,NA,RE,CE,SE,Submissions,"Average Time(Min)"
b03501124,"2017-03-06 10:04:24","2017-03-06 10:15:15",10.85,1,10,0,0,1,0,12,0.99
b05501104,"2017-03-06 10:04:56","2017-03-06 11:21:18",76.37,2,5,0,0,0,0,7,12.73
b02208010,"2017-03-06 10:13:19","2017-03-06 10:25:45",12.43,1,2,0,0,1,0,4,4.14
b02501120,"2017-03-06 10:22:29","2017-03-06 10:28:37",6.13,1,3,0,0,0,0,4,2.04
b05501113,"2017-03-06 10:23:39","2017-03-06 10:29:55",6.27,1,2,0,0,0,0,3,3.13
b05501119,"2017-03-06 10:25:54","2017-03-06 11:50:26",84.53,1,5,0,0,0,0,6,16.91
b03204001,"2017-03-06 10:26:15","2017-03-06 10:29:40",3.42,1,3,0,0,0,0,4,1.14
b04104028,"2017-03-06 10:26:43","2017-03-06 10:27:56",1.22,1,2,0,0,0,0,3,0.61
b05501037,"2017-03-06 10:31:06","2017-03-06 10:31:06",0.00,1,0,0,0,0,0,1,0.00
b04602040,"2017-03-06 10:32:33","2017-03-06 10:37:17",4.73,1,3,0,0,0,0,4,1.58
b05501046,"2017-03-06 10:33:06","2017-03-06 10:33:06",0.00,1,0,0,0,0,0,1,0.00
b04501128,"2017-03-06 10:33:31","2017-03-06 10:33:31",0.00,1,0,0,0,0,0,1,0.00
b05501079,"2017-03-06 10:33:33","2017-03-06 10:33:33",0.00,1,0,0,0,0,0,1,0.00
b02501104,"2017-03-06 10:38:52","2017-03-06 10:41:57",3.08,1,1,0,0,0,0,2,3.08
b05501085,"2017-03-06 10:40:27","2017-03-06 10:45:34",5.12,1,2,0,0,0,0,3,2.56
b03501016,"2017-03-06 10:42:14","2017-03-06 10:44:47",2.55,1,2,0,0,0,0,3,1.28
b05501034,"2017-03-06 10:45:48","2017-03-06 10:46:23",0.58,1,1,0,0,0,0,2,0.58
b03501007,"2017-03-06 10:47:19","2017-03-06 11:01:27",14.13,1,2,0,0,1,0,4,4.71
b04501125,"2017-03-06 10:51:38","2017-03-06 11:14:47",23.15,1,9,0,0,0,0,10,2.57
b01204037,"2017-03-06 10:53:28","2017-03-06 11:04:12",10.73,1,0,0,5,0,0,6,2.15
b03605064,"2017-03-06 10:55:03","2017-03-06 10:55:03",0.00,1,0,0,0,0,0,1,0.00
b02501080,"2017-03-06 10:55:04","2017-03-06 10:55:04",0.00,1,0,0,0,0,0,1,0.00
b05501025,"2017-03-06 10:55:11","2017-03-06 11:09:54",14.72,1,3,0,0,0,0,4,4.91
b02501066,"2017-03-06 10:55:54","2017-03-06 10:55:54",0.00,1,0,0,0,0,0,1,0.00
b03204028,"2017-03-06 11:02:48","2017-03-06 11:02:48",0.00,1,0,0,0,0,0,1,0.00
b01204027,"2017-03-06 11:06:23","2017-03-06 11:06:23",0.00,1,0,0,0,0,0,1,0.00
b05501001,"2017-03-06 11:11:18","2017-03-06 11:11:18",0.00,1,0,0,0,0,0,1,0.00
b05501016,"2017-03-06 11:12:11","2017-03-06 11:15:47",3.60,1,2,0,0,0,0,3,1.80
b05501019,"2017-03-06 11:12:16","2017-03-06 11:13:48",1.53,1,0,0,1,0,0,2,1.53
b04501119,"2017-03-06 11:14:10","2017-03-06 11:21:02",6.87,1,5,0,0,0,0,6,1.37
b05501116,"2017-03-06 11:15:05","2017-03-06 11:16:10",1.08,1,1,0,0,0,0,2,1.08
b03505034,"2017-03-06 11:15:11","2017-03-06 11:37:06",21.92,1,2,0,0,0,0,3,10.96
b05501049,"2017-03-06 11:16:21","2017-03-06 11:17:15",0.90,1,1,0,0,0,0,2,0.90
b05501007,"2017-03-06 11:21:24","2017-03-06 11:21:24",0.00,1,0,0,0,0,0,1,0.00
b05501052,"2017-03-06 11:22:09","2017-03-06 11:28:16",6.12,1,2,0,0,3,0,6,1.22
b03204023,"2017-03-06 11:29:03","2017-03-06 11:32:11",3.13,1,1,0,0,0,0,2,3.13
b05501022,"2017-03-06 11:29:51","2017-03-06 11:35:32",5.68,1,3,0,0,0,0,4,1.89
b01501091,"2017-03-06 11:32:24","2017-03-06 11:33:20",0.93,1,1,0,0,1,0,3,0.47
b03302131,"2017-03-06 11:40:54","2017-03-06 11:40:54",0.00,1,0,0,0,0,0,1,0.00
b05501028,"2017-03-06 11:42:26","2017-03-06 11:45:48",3.37,1,3,0,0,0,0,4,1.12
b05501107,"2017-03-06 11:45:44","2017-03-06 12:17:04",31.33,2,5,0,2,2,0,11,3.13
b05501073,"2017-03-06 11:49:37","2017-03-06 11:50:34",0.95,1,1,0,0,0,0,2,0.95
b05501010,"2017-03-06 11:50:55","2017-03-06 11:52:40",1.75,1,2,0,0,0,0,3,0.88
b05501070,"2017-03-06 11:57:06","2017-03-06 11:57:06",0.00,1,0,0,0,0,0,1,0.00
b05501076,"2017-03-06 11:58:19","2017-03-06 11:58:19",0.00,1,0,0,0,0,0,1,0.00
b05501013,"2017-03-06 11:59:17","2017-03-06 12:01:53",2.60,1,4,0,0,0,0,5,0.65
b05501101,"2017-03-06 12:02:13","2017-03-06 12:09:51",7.63,1,6,0,0,1,0,8,1.09
