"Student Account",Start,End,"Total Time(Min)",AC,WA,NA,RE,CE,SE,Submissions,"Average Time(Min)"
b03204001,"2017-03-06 09:45:43","2017-03-06 10:01:46",16.05,1,14,0,0,0,0,15,1.15
b03501124,"2017-03-06 09:47:35","2017-03-06 10:13:14",25.65,2,6,0,0,2,0,10,2.85
b05501022,"2017-03-06 09:49:06","2017-03-06 10:28:37",39.52,1,7,0,0,1,0,9,4.94
b05501091,"2017-03-06 09:52:32","2017-03-06 12:26:38",154.10,1,8,0,4,3,0,16,10.27
b05501116,"2017-03-06 09:53:07","2017-03-06 10:06:56",13.82,1,5,0,0,0,0,6,2.76
b03501007,"2017-03-06 09:53:35","2017-03-06 09:53:35",0.00,1,0,0,0,0,0,1,0.00
b04501119,"2017-03-06 10:02:57","2017-03-06 10:36:09",33.20,1,2,0,0,4,0,7,5.53
b05501070,"2017-03-06 10:03:43","2017-03-06 10:19:11",15.47,1,1,0,0,10,0,12,1.41
b03605064,"2017-03-06 10:03:58","2017-03-06 10:57:45",53.78,1,6,0,0,1,0,8,7.68
b01204027,"2017-03-06 10:04:06","2017-03-06 10:09:17",5.18,1,0,0,0,2,0,3,2.59
b01204037,"2017-03-06 10:04:14","2017-03-06 10:09:20",5.10,1,2,0,0,3,0,6,1.02
b05501119,"2017-03-06 10:04:24","2017-03-06 11:13:53",69.48,1,7,0,0,1,0,9,8.69
b05501037,"2017-03-06 10:06:50","2017-03-06 10:16:47",9.95,2,0,0,0,2,0,4,3.32
b05501049,"2017-03-06 10:07:13","2017-03-06 10:07:13",0.00,1,0,0,0,0,0,1,0.00
b05501085,"2017-03-06 10:08:19","2017-03-06 10:11:13",2.90,1,2,0,0,0,0,3,1.45
b05501113,"2017-03-06 10:08:37","2017-03-06 10:08:37",0.00,1,0,0,0,0,0,1,0.00
b02208010,"2017-03-06 10:14:39","2017-03-06 10:16:52",2.22,1,0,0,0,2,0,3,1.11
b05501101,"2017-03-06 10:18:58","2017-03-06 10:23:06",4.13,1,2,0,0,1,0,4,1.38
b02501120,"2017-03-06 10:19:50","2017-03-06 10:38:57",19.12,1,3,0,0,1,0,5,4.78
b04501125,"2017-03-06 10:20:37","2017-03-06 10:22:03",1.43,1,1,0,0,1,0,3,0.72
b05501052,"2017-03-06 10:22:36","2017-03-06 10:27:07",4.52,1,2,0,0,0,0,3,2.26
b05501046,"2017-03-06 10:22:44","2017-03-06 10:27:41",4.95,2,1,0,0,1,0,4,1.65
b04501128,"2017-03-06 10:23:52","2017-03-06 10:27:39",3.78,1,1,0,0,1,0,3,1.89
b05501079,"2017-03-06 10:23:56","2017-03-06 10:27:12",3.27,1,1,0,0,1,0,3,1.63
b04602040,"2017-03-06 10:23:59","2017-03-06 10:25:14",1.25,1,0,0,0,1,0,2,1.25
b03204028,"2017-03-06 10:24:24","2017-03-06 10:27:18",2.90,1,0,0,0,2,0,3,1.45
b03501016,"2017-03-06 10:31:22","2017-03-06 10:40:52",9.50,1,1,0,0,6,0,8,1.36
b05501019,"2017-03-06 10:33:15","2017-03-06 10:44:29",11.23,1,2,0,0,2,0,5,2.81
b02501104,"2017-03-06 10:35:01","2017-03-06 10:35:01",0.00,1,0,0,0,0,0,1,0.00
b02501066,"2017-03-06 10:36:29","2017-03-06 10:44:43",8.23,1,4,0,1,1,0,7,1.37
b05501104,"2017-03-06 10:37:08","2017-03-06 10:43:31",6.38,1,3,0,0,0,0,4,2.13
b05501034,"2017-03-06 10:38:09","2017-03-06 10:41:31",3.37,1,1,0,0,2,0,4,1.12
b02501080,"2017-03-06 10:41:29","2017-03-06 10:44:41",3.20,1,3,0,0,0,0,4,1.07
b05501025,"2017-03-06 10:46:02","2017-03-06 11:04:51",18.82,1,6,0,0,2,0,9,2.35
b04104028,"2017-03-06 10:46:42","2017-03-06 10:50:17",3.58,1,1,0,0,0,0,2,3.58
b05501064,"2017-03-06 10:54:46","2017-03-06 10:56:06",1.33,1,1,0,0,0,0,2,1.33
b05501058,"2017-03-06 11:04:34","2017-03-06 11:04:34",0.00,1,0,0,0,0,0,1,0.00
b05501016,"2017-03-06 11:08:42","2017-03-06 11:09:47",1.08,1,1,0,0,0,0,2,1.08
b03302131,"2017-03-06 11:08:57","2017-03-06 11:16:49",7.87,1,6,0,0,1,0,8,1.12
b05501076,"2017-03-06 11:09:19","2017-03-06 11:10:12",0.88,1,0,0,0,1,0,2,0.88
b05501001,"2017-03-06 11:09:30","2017-03-06 11:09:30",0.00,1,0,0,0,0,0,1,0.00
b01501091,"2017-03-06 11:10:53","2017-03-06 11:12:26",1.55,1,0,0,0,2,0,3,0.78
b05501007,"2017-03-06 11:12:05","2017-03-06 11:14:02",1.95,1,1,0,0,0,0,2,1.95
b03505034,"2017-03-06 11:12:30","2017-03-06 11:21:49",9.32,1,4,0,0,2,0,7,1.55
b05501004,"2017-03-06 11:13:24","2017-03-06 11:25:38",12.23,1,2,0,0,3,0,6,2.45
b03204023,"2017-03-06 11:14:50","2017-03-06 11:14:50",0.00,1,0,0,0,0,0,1,0.00
b05501073,"2017-03-06 11:16:31","2017-03-06 11:16:56",0.42,1,0,0,0,1,0,2,0.42
b05501013,"2017-03-06 11:18:12","2017-03-06 11:20:38",2.43,1,3,0,0,0,0,4,0.81
b05501010,"2017-03-06 11:22:04","2017-03-06 11:22:50",0.77,1,1,0,0,0,0,2,0.77
b05501028,"2017-03-06 11:30:19","2017-03-06 11:32:45",2.43,1,2,0,0,1,0,4,0.81
b05501055,"2017-03-06 11:47:08","2017-03-06 12:22:58",35.83,1,5,0,0,0,0,6,7.17
b05501043,"2017-03-06 12:04:52","2017-03-06 12:20:40",15.80,1,3,0,0,0,0,4,5.27
b05501107,"2017-03-06 12:05:43","2017-03-06 12:08:16",2.55,1,1,0,0,1,0,3,1.28
b05501110,"2017-03-06 12:10:58","2017-03-06 12:45:11",34.22,1,3,0,0,0,0,4,11.41
b02501116,"2017-03-06 12:20:25","2017-03-06 12:21:38",1.22,1,1,0,0,0,0,2,1.22
