"Student Account",Start,End,"Total Time(Min)",AC,WA,NA,RE,CE,SE,Submissions,"Average Time(Min)"
b03302131,"2017-03-06 09:45:27","2017-03-06 11:27:42",102.25,2,9,0,1,4,0,16,6.82
b05501104,"2017-03-06 09:54:49","2017-03-06 10:03:57",9.13,1,7,0,0,4,0,12,0.83
b03501124,"2017-03-06 09:59:32","2017-03-06 10:03:56",4.40,1,4,0,0,0,0,5,1.10
b05501004,"2017-03-06 10:07:16","2017-03-06 10:43:07",35.85,1,9,0,0,3,0,13,2.99
b04104028,"2017-03-06 10:07:32","2017-03-06 10:11:38",4.10,1,3,0,0,1,0,5,1.03
b05501119,"2017-03-06 10:08:44","2017-03-06 10:08:44",0.00,1,0,0,0,0,0,1,0.00
b05501113,"2017-03-06 10:10:10","2017-03-06 10:14:53",4.72,1,4,0,0,0,0,5,1.18
b02208010,"2017-03-06 10:13:56","2017-03-06 10:48:07",34.18,2,1,0,0,2,0,5,8.55
b05501064,"2017-03-06 10:14:03","2017-03-06 10:27:55",13.87,1,10,0,0,1,0,12,1.26
b05501091,"2017-03-06 10:19:44","2017-03-06 13:09:14",169.50,1,1,0,0,2,0,4,56.50
b03204001,"2017-03-06 10:20:14","2017-03-06 10:20:14",0.00,1,0,0,0,0,0,1,0.00
b05501085,"2017-03-06 10:21:47","2017-03-06 10:25:11",3.40,2,3,0,0,0,0,5,0.85
b05501037,"2017-03-06 10:24:56","2017-03-06 10:24:56",0.00,1,0,0,0,0,0,1,0.00
b04602040,"2017-03-06 10:28:47","2017-03-06 10:33:32",4.75,1,1,0,0,0,0,2,4.75
b05501079,"2017-03-06 10:28:58","2017-03-06 10:32:35",3.62,1,3,0,0,0,0,4,1.21
b05501046,"2017-03-06 10:30:55","2017-03-06 10:31:58",1.05,1,1,0,0,0,0,2,1.05
b02501120,"2017-03-06 10:31:07","2017-03-06 10:33:26",2.32,1,1,0,0,0,0,2,2.32
b04501128,"2017-03-06 10:31:24","2017-03-06 10:32:42",1.30,1,2,0,0,0,0,3,0.65
b02501104,"2017-03-06 10:36:48","2017-03-06 10:38:26",1.63,1,1,0,0,0,0,2,1.63
b03501016,"2017-03-06 10:41:47","2017-03-06 10:41:47",0.00,1,0,0,0,0,0,1,0.00
b04501125,"2017-03-06 10:43:05","2017-03-06 10:43:05",0.00,1,0,0,0,0,0,1,0.00
b01204037,"2017-03-06 10:45:04","2017-03-06 10:45:04",0.00,1,0,0,0,0,0,1,0.00
b05501034,"2017-03-06 10:45:16","2017-03-06 10:45:16",0.00,1,0,0,0,0,0,1,0.00
b03501007,"2017-03-06 10:46:44","2017-03-06 10:46:44",0.00,1,0,0,0,0,0,1,0.00
b02501080,"2017-03-06 10:47:42","2017-03-06 10:47:42",0.00,1,0,0,0,0,0,1,0.00
b03605064,"2017-03-06 10:48:29","2017-03-06 10:53:12",4.72,1,6,0,0,0,0,7,0.79
b01204027,"2017-03-06 10:51:25","2017-03-06 10:57:59",6.57,1,4,0,0,0,0,5,1.64
b05501070,"2017-03-06 10:51:52","2017-03-06 10:55:23",3.52,1,3,0,0,0,0,4,1.17
b03204028,"2017-03-06 10:52:53","2017-03-06 10:54:44",1.85,1,2,0,0,0,0,3,0.93
b05501049,"2017-03-06 10:53:26","2017-03-06 10:54:54",1.47,1,1,0,0,0,0,2,1.47
b02501066,"2017-03-06 10:54:51","2017-03-06 10:54:51",0.00,1,0,0,0,0,0,1,0.00
b05501116,"2017-03-06 10:57:03","2017-03-06 10:58:29",1.43,1,2,0,0,0,0,3,0.72
b05501107,"2017-03-06 10:59:31","2017-03-06 11:20:07",20.60,2,8,0,0,3,0,13,1.72
b05501019,"2017-03-06 11:01:30","2017-03-06 11:01:30",0.00,1,0,0,0,0,0,1,0.00
b05501052,"2017-03-06 11:03:09","2017-03-06 11:03:09",0.00,1,0,0,0,0,0,1,0.00
b05501022,"2017-03-06 11:03:16","2017-03-06 11:12:45",9.48,1,4,0,0,3,0,8,1.35
b04501119,"2017-03-06 11:05:42","2017-03-06 11:16:33",10.85,1,0,0,0,1,0,2,10.85
b05501025,"2017-03-06 11:08:31","2017-03-06 11:08:31",0.00,1,0,0,0,0,0,1,0.00
b05501101,"2017-03-06 11:09:47","2017-03-06 11:09:47",0.00,1,0,0,0,0,0,1,0.00
b05501001,"2017-03-06 11:10:50","2017-03-06 11:10:50",0.00,1,0,0,0,0,0,1,0.00
b05501016,"2017-03-06 11:11:55","2017-03-06 11:11:55",0.00,1,0,0,0,0,0,1,0.00
b03505034,"2017-03-06 11:14:43","2017-03-06 11:35:06",20.38,1,3,0,0,0,0,4,6.79
b03204023,"2017-03-06 11:16:10","2017-03-06 11:16:10",0.00,1,0,0,0,0,0,1,0.00
b05501007,"2017-03-06 11:20:22","2017-03-06 11:20:22",0.00,1,0,0,0,0,0,1,0.00
b05501110,"2017-03-06 11:21:09","2017-03-06 11:29:26",8.28,1,3,0,0,2,0,6,1.66
b05501073,"2017-03-06 11:27:55","2017-03-06 11:28:25",0.50,1,0,0,0,1,0,2,0.50
b01501091,"2017-03-06 11:28:34","2017-03-06 11:28:34",0.00,1,0,0,0,0,0,1,0.00
b05501076,"2017-03-06 11:36:06","2017-03-06 11:43:04",6.97,1,4,0,0,0,0,5,1.74
b05501028,"2017-03-06 11:36:17","2017-03-06 11:41:48",5.52,1,5,0,0,0,0,6,1.10
b05501010,"2017-03-06 11:39:55","2017-03-06 11:43:34",3.65,2,3,0,0,0,0,5,0.91
b05501013,"2017-03-06 11:49:57","2017-03-06 11:53:25",3.47,1,3,0,0,0,0,4,1.16
b05501058,"2017-03-06 12:07:15","2017-03-06 12:07:15",0.00,1,0,0,0,0,0,1,0.00
b05501043,"2017-03-06 12:22:58","2017-03-06 12:22:58",0.00,1,0,0,0,0,0,1,0.00
b05501055,"2017-03-06 12:25:41","2017-03-06 12:25:41",0.00,1,0,0,0,0,0,1,0.00
b02501116,"2017-03-06 12:27:35","2017-03-06 12:29:45",2.17,1,1,0,0,0,0,2,2.17
