"Student Account",Start,End,"Total Time(Min)",AC,WA,NA,RE,CE,SE,Submissions,"Average Time(Min)"
b04602040,"2017-05-22 09:21:05","2017-05-22 09:21:05",0.00,1,0,0,0,0,0,1,0.00
b01204037,"2017-05-22 09:21:53","2017-05-22 09:25:48",3.92,1,2,0,0,0,0,3,1.96
b05501116,"2017-05-22 09:23:47","2017-05-22 09:33:34",9.78,1,3,0,0,0,0,4,3.26
b03501007,"2017-05-22 09:35:14","2017-05-22 09:35:43",0.48,1,0,0,0,1,0,2,0.48
b05501037,"2017-05-22 09:37:08","2017-05-22 09:54:29",17.35,1,4,0,0,1,0,6,3.47
b02501120,"2017-05-22 09:39:47","2017-05-22 11:38:48",119.02,1,1,0,0,11,0,13,9.92
b01204027,"2017-05-22 09:48:12","2017-05-22 09:48:12",0.00,1,0,0,0,0,0,1,0.00
b05501104,"2017-05-22 09:50:17","2017-05-22 10:29:07",38.83,1,2,0,0,3,0,6,7.77
b03501124,"2017-05-22 09:51:06","2017-05-22 09:57:35",6.48,1,5,0,0,3,0,9,0.81
b05501022,"2017-05-22 09:51:49","2017-05-22 10:09:49",18.00,1,4,0,0,0,0,5,4.50
b05501113,"2017-05-22 09:51:57","2017-05-22 10:08:52",16.92,1,2,0,0,2,0,5,4.23
b05501046,"2017-05-22 09:55:21","2017-05-22 10:19:19",23.97,1,1,0,0,0,0,2,23.97
b03204023,"2017-05-22 09:56:08","2017-05-22 10:26:42",30.57,3,0,0,0,0,0,3,15.28
b05501034,"2017-05-22 09:56:36","2017-05-22 10:40:16",43.67,1,5,0,0,0,0,6,8.73
b02501104,"2017-05-22 09:58:05","2017-05-22 10:57:46",59.68,1,2,0,0,0,0,3,29.84
b05501019,"2017-05-22 10:09:07","2017-05-22 10:17:58",8.85,1,1,0,0,0,0,2,8.85
b03505034,"2017-05-22 10:17:02","2017-05-22 10:24:24",7.37,1,1,0,0,0,0,2,7.37
b05501085,"2017-05-22 10:20:24","2017-05-22 11:16:03",55.65,6,0,0,0,1,0,7,9.28
b03204001,"2017-05-22 10:21:24","2017-05-22 10:24:27",3.05,1,1,0,0,0,0,2,3.05
b05501013,"2017-05-22 10:22:55","2017-05-22 10:22:55",0.00,1,0,0,0,0,0,1,0.00
b05501073,"2017-05-22 10:26:09","2017-05-22 10:26:09",0.00,1,0,0,0,0,0,1,0.00
b05501007,"2017-05-22 10:27:06","2017-05-22 10:27:06",0.00,1,0,0,0,0,0,1,0.00
b03302131,"2017-05-22 10:28:24","2017-05-22 10:39:13",10.82,1,3,0,0,0,0,4,3.61
b04501125,"2017-05-22 10:29:02","2017-05-22 10:29:02",0.00,1,0,0,0,0,0,1,0.00
b03605064,"2017-05-22 10:30:05","2017-05-22 10:41:17",11.20,1,4,0,0,0,0,5,2.80
b05501079,"2017-05-22 10:30:23","2017-05-22 10:34:14",3.85,1,3,0,0,0,0,4,1.28
b03204028,"2017-05-22 10:38:24","2017-05-22 10:43:05",4.68,1,5,0,0,0,0,6,0.94
b05501016,"2017-05-22 10:40:06","2017-05-22 10:41:58",1.87,1,1,0,0,0,0,2,1.87
b05501064,"2017-05-22 10:57:41","2017-05-22 10:57:41",0.00,1,0,0,0,0,0,1,0.00
b05501025,"2017-05-22 10:59:13","2017-05-22 11:53:49",54.60,1,4,0,0,1,0,6,10.92
b02501080,"2017-05-22 11:08:10","2017-05-22 11:08:10",0.00,1,0,0,0,0,0,1,0.00
b02501066,"2017-05-22 11:09:19","2017-05-22 11:09:19",0.00,1,0,0,0,0,0,1,0.00
b03501016,"2017-05-22 11:10:30","2017-05-22 11:10:30",0.00,1,0,0,0,0,0,1,0.00
b05501091,"2017-05-22 11:17:07","2017-05-22 11:21:37",4.50,1,0,0,0,3,0,4,1.50
b04104028,"2017-05-22 11:26:37","2017-05-22 11:54:58",28.35,1,5,0,0,0,0,6,5.67
b02501116,"2017-05-22 11:30:45","2017-05-22 11:30:45",0.00,1,0,0,0,0,0,1,0.00
b01501091,"2017-05-22 11:36:53","2017-05-22 11:48:08",11.25,1,0,0,0,2,0,3,5.63
b05501101,"2017-05-22 11:44:00","2017-05-22 12:16:52",32.87,2,6,0,0,1,0,9,4.11
b04501128,"2017-05-22 13:09:23","2017-05-22 13:09:23",0.00,1,0,0,0,0,0,1,0.00
b05501004,"2017-05-22 14:49:40","2017-05-22 15:06:08",16.47,1,1,0,0,3,0,5,4.12
b05501028,"2017-05-22 17:26:33","2017-05-22 17:26:33",0.00,1,0,0,0,0,0,1,0.00
b05501076,"2017-05-22 18:48:49","2017-05-22 18:48:49",0.00,1,0,0,0,0,0,1,0.00
b05501049,"2017-05-23 01:48:14","2017-05-23 01:48:14",0.00,1,0,0,0,0,0,1,0.00
b02208010,"2017-05-23 09:58:31","2017-05-23 09:58:31",0.00,1,0,0,0,0,0,1,0.00
b05501010,"2017-05-23 10:49:31","2017-05-23 10:49:31",0.00,1,0,0,0,0,0,1,0.00
b05501119,"2017-05-23 11:09:41","2017-05-23 11:09:41",0.00,1,0,0,0,0,0,1,0.00
b05501107,"2017-05-23 14:35:28","2017-05-23 14:45:44",10.27,1,0,0,0,3,0,4,3.42
