"Student Account",Start,End,"Total Time(Min)",AC,WA,NA,RE,CE,SE,Submissions,"Average Time(Min)"
b01204037,"2017-03-20 09:45:45","2017-03-20 09:49:31",3.77,1,0,0,2,0,0,3,1.88
b05501085,"2017-03-20 09:51:42","2017-03-20 09:51:42",0.00,1,0,0,0,0,0,1,0.00
b05501073,"2017-03-20 09:57:21","2017-03-20 11:03:43",66.37,1,0,3,3,3,0,10,7.37
b05501113,"2017-03-20 09:57:21","2017-03-20 09:58:46",1.42,1,0,1,0,1,0,3,0.71
b03204028,"2017-03-20 10:07:27","2017-03-20 10:07:27",0.00,1,0,0,0,0,0,1,0.00
b05501016,"2017-03-20 10:16:22","2017-03-20 12:17:00",120.63,2,0,7,7,3,0,20,6.35
b05501046,"2017-03-20 10:18:01","2017-03-20 10:18:01",0.00,1,0,0,0,0,0,1,0.00
b04501125,"2017-03-20 10:20:09","2017-03-20 10:45:23",25.23,1,0,0,8,0,0,9,3.15
b03605064,"2017-03-20 10:23:08","2017-03-20 11:35:58",72.83,1,0,1,5,0,0,7,12.14
b03501124,"2017-03-20 10:23:44","2017-03-20 10:24:17",0.55,1,1,0,0,0,0,2,0.55
b02501104,"2017-03-20 10:28:33","2017-03-20 10:28:33",0.00,1,0,0,0,0,0,1,0.00
b04602040,"2017-03-20 10:29:30","2017-03-20 10:29:30",0.00,1,0,0,0,0,0,1,0.00
b03204023,"2017-03-20 10:31:07","2017-03-20 10:46:19",15.20,1,0,0,1,0,0,2,15.20
b05501037,"2017-03-20 10:32:54","2017-03-20 10:54:30",21.60,1,5,4,2,0,0,12,1.96
b05501079,"2017-03-20 10:33:25","2017-03-20 10:33:25",0.00,1,0,0,0,0,0,1,0.00
b05501091,"2017-03-20 10:42:29","2017-03-20 11:13:01",30.53,1,0,0,9,5,0,15,2.18
b05501019,"2017-03-20 10:47:25","2017-03-20 10:52:16",4.85,1,0,2,0,0,0,3,2.43
b05501107,"2017-03-20 10:55:00","2017-03-20 10:59:59",4.98,1,0,3,1,0,0,5,1.25
b05501010,"2017-03-20 10:57:26","2017-03-20 10:59:04",1.63,1,0,1,0,0,0,2,1.63
b04501128,"2017-03-20 10:57:42","2017-03-20 11:03:55",6.22,1,0,1,0,1,0,3,3.11
b05501034,"2017-03-20 10:58:48","2017-03-20 11:01:36",2.80,1,0,2,0,0,0,3,1.40
b05501007,"2017-03-20 11:00:23","2017-03-20 11:44:38",44.25,1,0,4,0,0,0,5,11.06
b03501007,"2017-03-20 11:01:15","2017-03-20 11:01:15",0.00,1,0,0,0,0,0,1,0.00
b05501013,"2017-03-20 11:02:34","2017-03-20 11:02:34",0.00,1,0,0,0,0,0,1,0.00
b03204001,"2017-03-20 11:09:30","2017-03-20 11:11:34",2.07,1,1,1,0,0,0,3,1.03
b05501116,"2017-03-20 11:13:23","2017-03-20 11:24:43",11.33,1,0,0,4,0,0,5,2.83
b01501091,"2017-03-20 11:22:37","2017-03-20 11:22:37",0.00,1,0,0,0,0,0,1,0.00
b04501119,"2017-03-20 11:31:42","2017-03-20 12:37:51",66.15,1,1,0,1,1,0,4,22.05
b01204027,"2017-03-20 11:33:45","2017-03-20 11:38:26",4.68,1,1,0,2,0,0,4,1.56
b05501064,"2017-03-20 11:40:47","2017-03-20 11:40:47",0.00,1,0,0,0,0,0,1,0.00
b05501070,"2017-03-20 11:43:47","2017-03-20 11:43:47",0.00,1,0,0,0,0,0,1,0.00
b05501076,"2017-03-20 11:47:59","2017-03-20 11:49:56",1.95,1,0,2,0,0,0,3,0.98
b03505034,"2017-03-20 11:52:16","2017-03-20 12:25:09",32.88,2,2,8,1,1,0,14,2.53
b05501049,"2017-03-20 11:52:42","2017-03-20 12:13:09",20.45,1,0,2,1,1,0,5,5.11
b02501080,"2017-03-20 11:55:07","2017-03-20 11:58:57",3.83,1,0,1,0,0,0,2,3.83
b03302131,"2017-03-20 12:00:51","2017-03-20 12:05:07",4.27,1,0,4,0,0,0,5,1.07
b05501004,"2017-03-20 12:03:03","2017-03-20 12:03:03",0.00,1,0,0,0,0,0,1,0.00
b05501119,"2017-03-20 12:06:25","2017-03-20 12:09:59",3.57,1,0,2,0,0,0,3,1.78
b05501025,"2017-03-20 12:07:14","2017-03-20 12:09:38",2.40,1,0,1,0,0,0,2,2.40
b05501052,"2017-03-20 12:08:44","2017-03-20 12:11:20",2.60,1,0,0,1,0,0,2,2.60
b05501110,"2017-03-20 12:12:14","2017-03-20 12:38:39",26.42,2,1,3,1,2,0,9,3.30
b05501022,"2017-03-20 12:13:35","2017-03-20 12:13:35",0.00,1,0,0,0,0,0,1,0.00
b04104028,"2017-03-20 12:16:16","2017-03-20 12:41:51",25.58,1,0,0,4,0,0,5,6.40
b02501120,"2017-03-20 12:22:55","2017-03-20 12:22:55",0.00,1,0,0,0,0,0,1,0.00
b05501058,"2017-03-20 12:27:12","2017-03-20 12:32:16",5.07,1,0,1,0,0,0,2,5.07
b02501066,"2017-03-20 12:30:17","2017-03-20 12:54:10",23.88,1,4,0,0,0,0,5,5.97
b03501016,"2017-03-20 12:33:38","2017-03-20 12:33:38",0.00,1,0,0,0,0,0,1,0.00
b02208010,"2017-03-20 12:53:34","2017-03-20 12:53:34",0.00,1,0,0,0,0,0,1,0.00
b05501101,"2017-03-20 12:58:14","2017-03-20 12:58:14",0.00,0,0,0,1,0,0,1,0.00
b05501055,"2017-03-20 13:04:04","2017-03-20 17:16:04",252.00,1,0,9,0,2,0,12,22.91
b05501028,"2017-03-20 17:07:59","2017-03-20 17:07:59",0.00,1,0,0,0,0,0,1,0.00
b05501104,"2017-03-22 21:42:54","2017-03-22 21:47:31",4.62,1,0,2,0,0,0,3,2.31
b02501116,"2017-03-24 14:40:38","2017-03-24 14:57:11",16.55,1,0,0,0,2,0,3,8.28
