"Student Account",Start,End,"Total Time(Min)",AC,WA,NA,RE,CE,SE,Submissions,"Average Time(Min)"
b02501080,"2017-03-20 11:51:16","2017-03-20 11:53:29",2.22,1,1,0,0,0,0,2,2.22
b03505034,"2017-03-20 11:51:54","2017-03-20 11:51:54",0.00,1,0,0,0,0,0,1,0.00
b05501073,"2017-03-20 11:54:18","2017-03-20 12:00:21",6.05,1,1,0,0,0,0,2,6.05
b05501025,"2017-03-20 11:57:03","2017-03-20 12:06:33",9.50,1,3,0,0,0,0,4,3.17
b02501120,"2017-03-20 12:19:01","2017-03-20 12:43:50",24.82,1,5,0,0,0,0,6,4.96
b05501058,"2017-03-20 12:26:29","2017-03-20 12:26:29",0.00,1,0,0,0,0,0,1,0.00
b02501066,"2017-03-20 12:29:39","2017-03-20 12:29:39",0.00,1,0,0,0,0,0,1,0.00
b03302131,"2017-03-20 13:04:15","2017-03-20 13:07:47",3.53,1,4,0,0,3,0,8,0.50
b04104028,"2017-03-20 13:23:40","2017-03-20 22:03:51",520.18,1,1,0,0,0,0,2,520.18
b02208010,"2017-03-20 14:03:33","2017-03-24 13:27:37","5,724.07",1,13,0,0,2,0,16,381.60
b05501028,"2017-03-20 16:37:37","2017-03-20 16:39:21",1.73,1,0,0,0,3,0,4,0.58
b05501091,"2017-03-21 16:20:16","2017-03-21 16:25:02",4.77,1,0,0,0,1,0,2,4.77
