"Student Account",Start,End,"Total Time(Min)",AC,WA,NA,RE,CE,SE,Submissions,"Average Time(Min)"
b01204037,"2017-03-13 09:44:43","2017-03-13 10:11:36",26.88,1,1,3,0,0,0,5,6.72
b05501085,"2017-03-13 09:47:32","2017-03-13 09:53:59",6.45,1,3,0,0,2,0,6,1.29
b05501113,"2017-03-13 09:51:53","2017-03-13 09:54:31",2.63,1,2,0,0,1,0,4,0.88
b01204027,"2017-03-13 09:57:39","2017-03-13 10:12:33",14.90,1,3,0,2,0,0,6,2.98
b03501124,"2017-03-13 09:59:34","2017-03-13 10:02:36",3.03,1,2,0,0,2,0,5,0.76
b03605064,"2017-03-13 10:02:16","2017-03-13 10:18:09",15.88,1,2,0,3,3,0,9,1.99
b04501125,"2017-03-13 10:02:41","2017-03-13 10:04:42",2.02,1,2,0,0,0,0,3,1.01
b05501019,"2017-03-13 10:04:36","2017-03-13 10:07:01",2.42,1,2,0,0,0,0,3,1.21
b05501037,"2017-03-13 10:05:46","2017-03-13 10:46:32",40.77,1,1,2,3,2,0,9,5.10
b04501119,"2017-03-13 10:06:09","2017-03-13 10:25:47",19.63,1,12,3,0,1,0,17,1.23
b03204001,"2017-03-13 10:07:44","2017-03-13 10:11:09",3.42,1,2,0,0,3,0,6,0.68
b02208010,"2017-03-13 10:09:49","2017-03-13 13:03:47",173.97,1,2,4,3,1,0,11,17.40
b05501007,"2017-03-13 10:15:05","2017-03-13 10:15:05",0.00,1,0,0,0,0,0,1,0.00
b03204023,"2017-03-13 10:19:07","2017-03-13 10:27:50",8.72,1,3,1,0,1,0,6,1.74
b05501010,"2017-03-13 10:20:22","2017-03-13 11:21:14",60.87,1,1,2,2,0,0,6,12.17
b05501013,"2017-03-13 10:20:35","2017-03-13 11:40:29",79.90,1,5,8,7,11,0,32,2.58
b05501016,"2017-03-13 10:21:41","2017-03-13 10:26:02",4.35,1,2,0,0,0,0,3,2.18
