"Student Account",Start,End,"Total Time(Min)",AC,WA,NA,RE,CE,SE,Submissions,"Average Time(Min)"
b05501116,"2017-03-13 10:23:58","2017-03-13 10:24:58",1.00,1,1,0,0,0,0,2,1.00
b03204028,"2017-03-13 10:34:29","2017-03-13 10:40:18",5.82,1,3,0,0,1,0,5,1.45
b05501119,"2017-03-13 10:35:34","2017-03-13 11:28:34",53.00,1,8,6,0,5,0,20,2.79
b05501034,"2017-03-13 10:38:22","2017-03-13 11:32:44",54.37,1,0,0,1,3,0,5,13.59
b05501079,"2017-03-13 10:39:40","2017-03-13 11:32:53",53.22,1,0,0,1,0,0,2,53.22
b05501046,"2017-03-13 10:41:28","2017-03-13 11:27:01",45.55,1,1,0,3,1,0,6,9.11
b04602040,"2017-03-13 10:42:04","2017-03-13 10:49:02",6.97,1,1,0,0,1,0,3,3.48
b04501128,"2017-03-13 10:43:34","2017-03-13 10:49:38",6.07,1,1,1,0,4,0,7,1.01
b05501049,"2017-03-13 10:50:23","2017-03-13 10:51:27",1.07,1,1,0,0,0,0,2,1.07
b05501004,"2017-03-13 10:51:49","2017-03-13 10:54:44",2.92,1,3,0,0,0,0,4,0.97
b02501104,"2017-03-13 10:57:28","2017-03-13 13:14:55",137.45,1,13,1,4,0,0,19,7.64
b05501073,"2017-03-13 10:58:00","2017-03-13 11:07:10",9.17,1,1,1,1,1,0,5,2.29
b03501007,"2017-03-13 11:11:19","2017-03-13 11:42:38",31.32,1,3,1,2,2,0,9,3.91
b05501052,"2017-03-13 11:12:57","2017-03-13 18:16:24",423.45,2,1,4,0,0,0,7,70.58
b05501076,"2017-03-13 11:14:49","2017-03-13 11:26:20",11.52,1,4,0,0,0,0,5,2.88
b05501022,"2017-03-13 11:20:36","2017-03-13 11:25:21",4.75,1,1,0,0,1,0,3,2.38
b02501120,"2017-03-13 11:23:19","2017-03-13 12:07:25",44.10,1,8,1,0,0,0,10,4.90
b03501016,"2017-03-13 11:24:08","2017-03-13 12:39:54",75.77,1,5,0,7,4,0,17,4.74
b05501070,"2017-03-13 11:27:49","2017-03-13 11:51:29",23.67,1,4,0,0,1,0,6,4.73
b05501058,"2017-03-13 11:30:40","2017-03-13 11:41:52",11.20,1,2,0,0,0,0,3,5.60
b05501064,"2017-03-13 11:40:38","2017-03-13 11:44:30",3.87,1,2,0,0,0,0,3,1.93
b01501091,"2017-03-13 11:40:48","2017-03-13 11:43:24",2.60,1,1,0,0,0,0,2,2.60
b05501025,"2017-03-13 11:45:07","2017-03-13 12:46:29",61.37,1,10,0,0,4,0,15,4.38
b05501107,"2017-03-13 11:53:13","2017-03-13 12:09:56",16.72,1,5,0,0,1,0,7,2.79
b03505034,"2017-03-13 11:57:09","2017-03-13 11:59:46",2.62,1,3,0,0,0,0,4,0.87
b05501091,"2017-03-13 12:02:09","2017-03-13 12:05:00",2.85,1,1,0,0,0,0,2,2.85
b02501080,"2017-03-13 12:03:04","2017-03-13 12:30:36",27.53,1,3,4,2,1,0,11,2.75
b03302131,"2017-03-13 12:03:49","2017-03-13 12:07:43",3.90,1,3,1,0,2,0,7,0.65
b02501066,"2017-03-13 12:07:35","2017-03-13 12:58:14",50.65,1,1,2,6,1,0,11,5.07
b05501110,"2017-03-13 12:09:23","2017-03-13 13:05:29",56.10,2,9,0,3,3,0,17,3.51
b04104028,"2017-03-13 12:21:10","2017-03-13 15:55:02",213.87,1,12,2,0,2,0,17,13.37
b05501101,"2017-03-13 12:37:15","2017-03-13 12:56:44",19.48,1,5,0,0,1,0,7,3.25
b05501104,"2017-03-13 12:50:15","2017-03-13 13:14:50",24.58,1,13,0,3,0,0,17,1.54
b05501028,"2017-03-13 13:53:30","2017-03-13 13:54:09",0.65,1,1,0,0,0,0,2,0.65
b05501055,"2017-03-13 18:05:03","2017-03-13 18:13:26",8.38,1,0,3,0,1,0,5,2.10
b02501116,"2017-03-14 14:59:46","2017-03-14 16:19:04",79.30,1,1,0,3,0,0,5,19.83
