"Student Account",Start,End,"Total Time(Min)",AC,WA,NA,RE,CE,SE,Submissions,"Average Time(Min)"
b05501028,"2017-03-13 11:59:32","2017-03-13 13:36:27",96.92,1,2,0,0,4,0,7,16.15
b05501013,"2017-03-13 11:59:50","2017-03-13 12:12:58",13.13,1,2,4,0,0,0,7,2.19
b03204023,"2017-03-13 12:01:34","2017-03-13 12:09:27",7.88,1,2,3,0,0,0,6,1.58
b05501049,"2017-03-13 12:02:52","2017-03-13 12:15:16",12.40,1,5,2,0,3,0,11,1.24
b05501058,"2017-03-13 12:10:06","2017-03-13 12:52:47",42.68,1,4,3,0,0,0,8,6.10
b02501104,"2017-03-13 12:15:00","2017-03-13 12:28:04",13.07,1,3,0,0,0,0,4,4.36
b02501080,"2017-03-13 12:15:22","2017-03-13 12:32:35",17.22,1,3,0,0,0,0,4,5.74
b02501066,"2017-03-13 12:17:04","2017-03-13 12:28:13",11.15,1,1,0,0,0,0,2,11.15
b05501010,"2017-03-13 12:19:44","2017-03-13 12:53:55",34.18,1,2,9,2,1,0,15,2.44
b05501064,"2017-03-13 12:27:56","2017-03-13 12:47:04",19.13,1,7,0,0,0,0,8,2.73
b05501076,"2017-03-13 12:28:04","2017-03-13 12:34:37",6.55,1,3,0,0,0,0,4,2.18
b05501070,"2017-03-13 12:35:13","2017-03-13 12:45:43",10.50,1,2,0,0,0,0,3,5.25
b05501052,"2017-03-13 12:38:43","2017-03-13 12:41:34",2.85,1,2,0,0,0,0,3,1.43
b05501055,"2017-03-13 12:45:48","2017-03-13 18:23:47",337.98,1,9,1,2,1,0,14,26.00
b05501022,"2017-03-13 12:47:16","2017-03-13 12:50:17",3.02,1,2,0,0,0,0,3,1.51
b03302131,"2017-03-13 12:53:25","2017-03-13 13:16:41",23.27,1,10,0,0,0,0,11,2.33
b05501091,"2017-03-13 13:22:08","2017-03-14 15:55:57","1,593.82",1,9,0,0,3,0,13,132.82
b05501107,"2017-03-14 02:36:20","2017-03-14 03:39:43",63.38,0,14,0,0,1,0,15,4.53
b02501116,"2017-03-14 15:00:25","2017-03-14 16:00:34",60.15,1,4,1,6,1,0,13,5.01
