"Student Account",Start,End,"Total Time(Min)",AC,WA,NA,RE,CE,SE,Submissions,"Average Time(Min)"
b03501124,"2017-03-27 10:29:11","2017-03-27 10:29:11",0.00,1,0,0,0,0,0,1,0.00
b04501119,"2017-03-27 10:43:12","2017-03-27 10:43:12",0.00,1,0,0,0,0,0,1,0.00
b02501116,"2017-03-27 10:46:27","2017-03-27 10:46:27",0.00,1,0,0,0,0,0,1,0.00
b04602040,"2017-03-27 10:51:37","2017-03-27 10:51:37",0.00,1,0,0,0,0,0,1,0.00
b03204001,"2017-03-27 10:52:18","2017-03-27 10:52:18",0.00,1,0,0,0,0,0,1,0.00
b03505034,"2017-03-27 11:02:05","2017-03-27 11:02:05",0.00,1,0,0,0,0,0,1,0.00
b03605064,"2017-03-27 11:05:38","2017-03-27 11:05:38",0.00,1,0,0,0,0,0,1,0.00
b01204037,"2017-03-27 11:07:28","2017-03-27 11:07:28",0.00,1,0,0,0,0,0,1,0.00
b02501104,"2017-03-27 11:08:16","2017-03-27 11:08:16",0.00,1,0,0,0,0,0,1,0.00
b05501085,"2017-03-27 11:11:43","2017-03-27 11:23:06",11.38,1,0,0,0,0,0,2,11.38
b05501049,"2017-03-27 11:12:03","2017-03-27 11:12:03",0.00,1,0,0,0,0,0,1,0.00
b05501119,"2017-03-27 11:15:30","2017-03-27 11:15:30",0.00,1,0,0,0,0,0,1,0.00
b05501013,"2017-03-27 11:16:34","2017-03-27 11:16:34",0.00,1,0,0,0,0,0,1,0.00
b01501091,"2017-03-27 11:21:18","2017-03-27 11:21:18",0.00,1,0,0,0,0,0,1,0.00
b02501080,"2017-03-27 11:21:52","2017-03-27 11:21:52",0.00,1,0,0,0,0,0,1,0.00
b05501046,"2017-03-27 11:22:07","2017-03-27 11:22:07",0.00,1,0,0,0,0,0,1,0.00
b02501120,"2017-03-27 11:23:30","2017-03-27 11:23:30",0.00,1,0,0,0,0,0,1,0.00
b05501113,"2017-03-27 11:32:44","2017-03-27 11:32:44",0.00,1,0,0,0,0,0,1,0.00
b02501066,"2017-03-27 11:33:07","2017-03-27 11:33:07",0.00,1,0,0,0,0,0,1,0.00
b03204028,"2017-03-27 11:35:30","2017-03-27 11:36:35",1.08,1,0,0,0,0,0,3,0.54
b03302131,"2017-03-27 11:36:31","2017-03-27 11:36:31",0.00,1,0,0,0,0,0,1,0.00
b03501016,"2017-03-27 11:37:33","2017-03-27 11:42:28",4.92,7,0,0,0,0,0,7,0.82
b05501016,"2017-03-27 11:37:35","2017-03-27 11:37:35",0.00,1,0,0,0,0,0,1,0.00
b04501125,"2017-03-27 11:41:54","2017-03-27 11:41:54",0.00,1,0,0,0,0,0,1,0.00
b05501025,"2017-03-27 11:42:00","2017-03-27 11:42:00",0.00,1,0,0,0,0,0,1,0.00
b05501010,"2017-03-27 11:43:23","2017-03-27 12:03:33",20.17,1,0,0,1,0,0,2,20.17
b03501007,"2017-03-27 11:44:48","2017-03-27 11:44:48",0.00,1,0,0,0,0,0,1,0.00
b05501034,"2017-03-27 11:49:00","2017-03-27 11:49:00",0.00,1,0,0,0,0,0,1,0.00
b05501019,"2017-03-27 11:53:11","2017-03-27 11:53:11",0.00,1,0,0,0,0,0,1,0.00
b05501101,"2017-03-27 11:54:09","2017-03-27 11:59:24",5.25,2,0,0,0,1,0,3,2.63
b03204023,"2017-03-27 11:54:14","2017-03-27 11:55:50",1.60,2,0,0,0,0,0,2,1.60
b01204027,"2017-03-27 11:59:48","2017-03-27 11:59:48",0.00,1,0,0,0,0,0,1,0.00
b04104028,"2017-03-27 12:03:02","2017-03-27 12:03:02",0.00,1,0,0,0,0,0,1,0.00
b05501037,"2017-03-27 12:03:20","2017-03-27 12:03:20",0.00,1,0,0,0,0,0,1,0.00
b05501028,"2017-03-27 12:04:35","2017-03-27 12:04:35",0.00,1,0,0,0,0,0,1,0.00
b05501073,"2017-03-27 12:07:01","2017-03-27 12:19:23",12.37,1,0,0,0,2,0,3,6.18
b05501104,"2017-03-27 12:08:03","2017-03-27 12:08:03",0.00,1,0,0,0,0,0,1,0.00
b04501128,"2017-03-27 12:13:16","2017-03-27 12:13:16",0.00,1,0,0,0,0,0,1,0.00
b05501116,"2017-03-27 12:24:03","2017-03-27 12:24:03",0.00,1,0,0,0,0,0,1,0.00
b05501064,"2017-03-27 12:26:15","2017-03-27 12:26:15",0.00,1,0,0,0,0,0,1,0.00
b05501107,"2017-03-27 12:27:05","2017-03-27 12:27:05",0.00,1,0,0,0,0,0,1,0.00
b05501110,"2017-03-27 12:43:43","2017-03-27 12:43:43",0.00,1,0,0,0,0,0,1,0.00
b02208010,"2017-03-27 13:50:30","2017-03-27 13:57:48",7.30,1,0,0,0,2,0,3,3.65
b05501076,"2017-03-27 14:23:43","2017-03-27 14:23:43",0.00,1,0,0,0,0,0,1,0.00
b05501022,"2017-03-28 08:05:54","2017-03-28 08:06:36",0.70,1,0,0,0,1,0,2,0.70
b05501091,"2017-03-28 16:44:27","2017-03-28 16:46:32",2.08,1,0,0,0,1,0,2,2.08
b05501079,"2017-03-28 16:59:50","2017-03-28 16:59:50",0.00,1,0,0,0,0,0,1,0.00
