"Student Account",Start,End,"Total Time(Min)",AC,WA,NA,RE,CE,SE,Submissions,"Average Time(Min)"
b03501124,"2017-03-27 10:27:08","2017-03-27 10:27:08",0.00,1,0,0,0,0,0,1,0.00
b04501119,"2017-03-27 10:33:38","2017-03-27 11:04:39",31.02,1,0,0,7,6,0,14,2.39
b02501116,"2017-03-27 10:42:00","2017-03-27 10:42:00",0.00,1,0,0,0,0,0,1,0.00
b01204037,"2017-03-27 10:42:43","2017-03-27 10:42:43",0.00,1,0,0,0,0,0,1,0.00
b03204001,"2017-03-27 10:43:07","2017-03-27 11:18:59",35.87,3,0,0,1,0,0,4,11.96
b05501085,"2017-03-27 10:43:55","2017-03-27 11:03:48",19.88,1,0,0,6,1,0,8,2.84
b05501046,"2017-03-27 10:46:58","2017-03-27 10:46:58",0.00,1,0,0,0,0,0,1,0.00
b02501104,"2017-03-27 10:48:36","2017-03-27 10:48:36",0.00,1,0,0,0,0,0,1,0.00
b03605064,"2017-03-27 10:49:54","2017-03-27 10:53:07",3.22,1,0,0,1,1,0,3,1.61
b04602040,"2017-03-27 10:50:45","2017-03-27 10:55:23",4.63,2,0,0,0,0,0,2,4.63
b03505034,"2017-03-27 10:53:07","2017-03-27 10:53:07",0.00,1,0,0,0,0,0,1,0.00
b05501013,"2017-03-27 10:54:52","2017-03-27 10:57:41",2.82,2,0,0,0,0,0,2,2.82
b02501120,"2017-03-27 10:55:25","2017-03-27 10:58:24",2.98,1,0,0,2,0,0,3,1.49
b03501016,"2017-03-27 11:02:09","2017-03-27 11:02:09",0.00,1,0,0,0,0,0,1,0.00
b05501034,"2017-03-27 11:03:41","2017-03-27 11:58:30",54.82,1,0,0,4,0,0,5,13.70
b05501119,"2017-03-27 11:03:57","2017-03-27 11:03:57",0.00,1,0,0,0,0,0,1,0.00
b05501113,"2017-03-27 11:04:15","2017-03-27 11:07:53",3.63,1,0,0,0,1,0,2,3.63
b03302131,"2017-03-27 11:07:09","2017-03-27 11:55:58",48.82,7,0,0,0,1,0,8,6.97
b04501125,"2017-03-27 11:09:56","2017-03-27 11:09:56",0.00,1,0,0,0,0,0,1,0.00
b05501010,"2017-03-27 11:11:31","2017-03-27 11:12:49",1.30,1,0,0,0,1,0,2,1.30
b05501049,"2017-03-27 11:11:33","2017-03-27 11:11:33",0.00,1,0,0,0,0,0,1,0.00
b05501101,"2017-03-27 11:12:53","2017-03-27 12:32:06",79.22,2,0,0,0,0,0,2,79.22
b03204028,"2017-03-27 11:16:20","2017-03-27 11:16:40",0.33,1,0,0,0,1,0,2,0.33
b02501066,"2017-03-27 11:17:33","2017-03-27 11:32:33",15.00,1,0,0,0,2,0,3,7.50
b01501091,"2017-03-27 11:17:52","2017-03-27 11:19:18",1.43,1,0,0,1,0,0,2,1.43
b02501080,"2017-03-27 11:21:06","2017-03-27 11:21:06",0.00,1,0,0,0,0,0,1,0.00
b03501007,"2017-03-27 11:22:08","2017-03-27 11:22:08",0.00,1,0,0,0,0,0,1,0.00
b05501016,"2017-03-27 11:25:01","2017-03-27 11:25:01",0.00,1,0,0,0,0,0,1,0.00
b01204027,"2017-03-27 11:26:19","2017-03-27 11:29:48",3.48,1,0,0,1,0,0,2,3.48
b05501019,"2017-03-27 11:31:28","2017-03-27 11:34:44",3.27,1,0,0,1,0,0,2,3.27
b05501037,"2017-03-27 11:31:30","2017-03-27 11:31:30",0.00,1,0,0,0,0,0,1,0.00
b05501116,"2017-03-27 11:34:32","2017-03-27 11:47:44",13.20,1,0,0,6,1,0,8,1.89
b05501028,"2017-03-27 11:36:03","2017-03-27 11:41:01",4.97,1,0,0,0,3,0,4,1.66
b03204023,"2017-03-27 11:41:11","2017-03-27 12:42:01",60.83,2,0,0,0,0,0,2,60.83
b05501025,"2017-03-27 11:41:17","2017-03-27 11:41:17",0.00,1,0,0,0,0,0,1,0.00
b05501073,"2017-03-27 11:45:47","2017-03-27 11:45:47",0.00,1,0,0,0,0,0,1,0.00
b05501104,"2017-03-27 11:49:34","2017-03-27 12:32:32",42.97,1,0,0,2,0,0,3,21.48
b04104028,"2017-03-27 11:51:56","2017-03-27 11:51:56",0.00,1,0,0,0,0,0,1,0.00
b04501128,"2017-03-27 11:58:44","2017-03-27 11:58:44",0.00,1,0,0,0,0,0,1,0.00
b05501110,"2017-03-27 12:00:36","2017-03-27 12:01:00",0.40,1,0,0,0,1,0,2,0.40
b05501107,"2017-03-27 12:01:18","2017-03-27 12:01:18",0.00,1,0,0,0,0,0,1,0.00
b05501070,"2017-03-27 12:09:08","2017-03-27 12:14:47",5.65,1,0,0,3,1,0,5,1.41
b05501064,"2017-03-27 12:12:19","2017-03-27 12:12:19",0.00,1,0,0,0,0,0,1,0.00
b05501076,"2017-03-27 12:37:20","2017-03-27 12:37:20",0.00,1,0,0,0,0,0,1,0.00
b05501022,"2017-03-27 12:54:21","2017-03-27 12:54:21",0.00,1,0,0,0,0,0,1,0.00
b02208010,"2017-03-27 13:00:30","2017-03-27 13:00:30",0.00,1,0,0,0,0,0,1,0.00
b05501091,"2017-03-28 16:22:48","2017-03-28 16:22:48",0.00,1,0,0,0,0,0,1,0.00
b05501079,"2017-03-28 16:25:43","2017-03-28 16:25:43",0.00,1,0,0,0,0,0,1,0.00
